bodega,vino,anio,calificacion,num_resenas,region,precio,tipo,cuerpo,acidez,id_vino
Dominio del Bendito,El Titan del Bendito,2018,4.6,111,Toro,49.95,Toro Tinto,5.0,3.0,245
Ossian,Capitel,2018,4.6,107,Castilla y Leon,50.51,Verdejo,3.0,3.0,246
Arzuaga,Gran Arzuaga Ribera del Duero,2004,4.6,105,Ribera del Duero,157.4,Ribera del Duero Tinto,5.0,3.0,247
Alto Moncayo,Aquilon Garnacha,2015,4.6,105,Campo de Borja,120.9,Garnacha,5.0,3.0,248
Dominio de Pingus,Pingus,1996,4.6,102,Ribera del Duero,1746.94,Ribera del Duero Tinto,5.0,3.0,249
Cepa 21,Horcajo,2015,4.6,100,Ribera del Duero,75.3,Ribera del Duero Tinto,5.0,3.0,250
Carmelo Rodero,Pago De Valtarrena,2018,4.6,99,Ribera del Duero,47.5,Ribera del Duero Tinto,5.0,3.0,251
Vega Sicilia,Unico,2012,4.6,98,Ribera del Duero,359.9,Ribera del Duero Tinto,5.0,3.0,252
Bodegas Vilano,Tinto,2019,4.6,97,Ribera del Duero,43.5,Ribera del Duero Tinto,5.0,3.0,253
Allende,Aurus,2005,4.6,95,Rioja,136.0,Rioja Tinto,4.0,3.0,254
Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Priorato,117.239420060872,D.O. Priorato,4.0,3.0,255
Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Ribera del Duero,135.0,Ribera del Duero Tinto,5.0,3.0,256
Remirez de Ganuza,Trasnocho,2013,4.6,91,Rioja,82.5,Rioja Tinto,4.0,3.0,257
Bodegas Roda,Cirsion Rioja,2017,4.6,90,Rioja,149.9,Rioja Tinto,4.0,3.0,258
Teso La Monja,Tinto,2008,4.6,87,Toro,1260.0,Toro Tinto,5.0,3.0,259
Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Ribera del Duero,59.0,Ribera del Duero Tinto,5.0,3.0,260
Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Ribera del Duero,82.5,Ribera del Duero Tinto,5.0,3.0,261
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Rioja,195.0,Rioja Tinto,4.0,3.0,262
Vega Sicilia,Valbuena 5o,1980,4.6,84,Ribera del Duero,195.0,Ribera del Duero Tinto,5.0,3.0,263
Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Ribera del Duero,54.5,Ribera del Duero Tinto,5.0,3.0,264
Hacienda Monasterio,Reserva Especial,2015,4.6,80,Ribera del Duero,79.1,Ribera del Duero Tinto,5.0,3.0,265
Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Priorato,272.0,Priorat Tinto,4.0,3.0,266
Castillo Perelada,Finca Garbet,2014,4.6,75,Emporda,99.0,Syrah,4.0,3.0,267
Osborne,Solera India Oloroso Rare Sherry,N.V.,4.6,74,Jerez-Xeres-Sherry,189.99,Jerez,4.0,3.0,268
Emilio Moro,Clon De La Familia,2011,4.6,72,Ribera del Duero,317.63,Ribera del Duero Tinto,5.0,3.0,269
Sierra Cantabria,Amancio,2007,4.6,70,Rioja,399.6,Rioja Tinto,4.0,3.0,270
Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Montilla-Moriles,701.05,Pedro Ximenez,5.0,1.0,271
Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Cava,74.9,Cava,2.0,3.0,272
Clos Erasmus,Priorat,2008,4.6,66,Priorato,654.31,Priorat Tinto,4.0,3.0,273
Vega Sicilia,Valbuena 5o,1983,4.6,66,Ribera del Duero,247.75,Ribera del Duero Tinto,5.0,3.0,274
Toro Albala,Don PX Seleccion,1965,4.6,65,Montilla-Moriles,144.99,Pedro Ximenez,5.0,1.0,275
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Priorato,945.0,Priorat Tinto,4.0,3.0,276
Hacienda Monasterio,Reserva,2017,4.6,64,Ribera del Duero,50.0,Ribera del Duero Tinto,5.0,3.0,277
Ysios,Finca Las Naves,2016,4.6,63,Rioja,126.64,Rioja Tinto,4.0,3.0,278
Marques de Grinon,AAA,2008,4.6,63,Dominio de Valdepusa,162.38,Tinto,4.0,3.0,279
Contino,Vina del Olivo,2001,4.6,60,Rioja,81.0,Rioja Tinto,4.0,3.0,280
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Priorato,2750.0,Priorat Tinto,4.0,3.0,281
Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Rioja,121.0,Rioja Tinto,4.0,3.0,282
Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Priorato,355.95,Priorat Tinto,4.0,3.0,283
Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Cava,164.66,Cava,2.0,3.0,284
Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Campo de Borja,120.9,Garnacha,5.0,3.0,285
Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Ribera del Duero,218.9,Ribera del Duero Tinto,5.0,3.0,286
Hacienda Solano,Pena Lobera,2016,4.6,57,Ribera del Duero,65.95,Ribera del Duero Tinto,5.0,3.0,287
Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Priorato,86.0,Priorat Tinto,4.0,3.0,288
Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Ribeiro,34.5,D.O. Ribeiro.,3.0,3.0,289
Anima Negra,Son Negre,2007,4.6,51,Mallorca,282.65,Tinto,4.0,3.0,290
Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Priorato,259.9,Priorat Tinto,4.0,3.0,291
Vega Sicilia,Unico,1961,4.6,50,Ribera del Duero,1099.28,Ribera del Duero Tinto,5.0,3.0,292
Castano,Casa Cisca Monastrell,2016,4.6,49,Yecla,35.0,Monastrell,5.0,3.0,293
Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Bierzo,269.95,Mencia,3.0,3.0,294
La Legua,Capricho,2014,4.6,47,Cigales,27.2693427,Tinto,4.0,3.0,295
Dominio de Pingus,Pingus,2018,4.6,47,Ribera del Duero,1250.0,Ribera del Duero Tinto,5.0,3.0,296
Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Rioja,52.95,Rioja Tinto,4.0,3.0,297
Oxer Wines,Kalamity Rioja,2018,4.6,46,Rioja,114.95,Rioja Tinto,4.0,3.0,298
Bodegas Yuste,Conde de Aldama Amontillado,N.V.,4.6,46,Jerez-Xeres-Sherry,89.9,Jerez,4.0,3.0,299
Vega Sicilia,Valbuena 5o,1979,4.6,46,Ribera del Duero,195.0,Ribera del Duero Tinto,5.0,3.0,300
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Utiel-Requena,29.35,Tinto,4.0,3.0,301
Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Rioja,79.9,Rioja Tinto,4.0,3.0,302
Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Ribera del Duero,53.95,Ribera del Duero Tinto,5.0,3.0,303
Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Ribeiro,26.2,D.O. Ribeiro.,3.0,3.0,304
Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Priorato,270.44,Priorat Tinto,4.0,3.0,305
Artadi,La Poza de Ballesteros,2009,4.6,42,Rioja Alavesa,187.5,Tempranillo,4.0,2.0,306
Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Rioja,210.0,Rioja Tinto,4.0,3.0,307
Hacienda Monasterio,Reserva Especial,2016,4.6,41,Ribera del Duero,85.63,Ribera del Duero Tinto,5.0,3.0,308
Artadi,Vina El Pison,2017,4.6,41,Rioja Alavesa,304.54,Tempranillo,4.0,2.0,309
Vall Llach,Idus,2020,4.6,41,Priorato,34.3,Priorat Tinto,4.0,3.0,310
Clos Erasmus,Priorat,2003,4.6,41,Priorato,993.28,Priorat Tinto,4.0,3.0,311
Sierra Cantabria,Amancio,2017,4.6,40,Rioja,85.95,Rioja Tinto,4.0,3.0,312
Emilio Moro,Clon De La Familia,2015,4.6,39,Ribera del Duero,249.9,Ribera del Duero Tinto,5.0,3.0,313
Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Ribera del Duero,1238.43,Ribera del Duero Tinto,5.0,3.0,314
Sierra Cantabria,Finca el Bosque,2002,4.6,38,Rioja,128.0,Rioja Tinto,4.0,3.0,315
Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Bierzo,135.5,Mencia,3.0,3.0,316
Ukan Winery,Tinto,2019,4.6,38,Rioja Alavesa,40.5,Rioja Tinto,4.0,3.0,317
Finca Moncloa,Tintilla de Rota,2017,4.6,37,Cadiz,43.1,V.T. Cádiz,4.0,3.0,318
Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Priorato,85.0,Priorat Tinto,4.0,3.0,319
Vina Real,Rioja Gran Reserva,1986,4.6,35,Rioja,123.0,Rioja Tinto,4.0,3.0,320
Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Ribera del Duero,106.35,Ribera del Duero Tinto,5.0,3.0,321
Toro Albala,Don PX Seleccion,1962,4.6,34,Montilla-Moriles,207.0,Pedro Ximenez,5.0,1.0,322
Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Ribera del Duero,185.3,Ribera del Duero Tinto,5.0,3.0,323
Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Priorato,205.95,Priorat Tinto,4.0,3.0,324
Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Ribera del Duero,40.45,Ribera del Duero Tinto,5.0,3.0,325
Artadi,El Carretil,2017,4.6,32,Rioja,176.89,Tempranillo,4.0,2.0,326
Huerta de Albala,Taberner No. 1,2013,4.6,32,Cadiz,79.9,Tinto,4.0,3.0,327
Gomez Cruzado,Vina Motulleri,2011,4.6,30,Rioja,79.0,Rioja Tinto,4.0,3.0,328
Castell d'Encus,Saktih,2013,4.6,30,Costers del Segre,195.27,Tinto,4.0,3.0,329
Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Sardon de Duero,58.9,Tinto,4.0,3.0,330
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Priorato,1660.0,Priorat Tinto,4.0,3.0,331
Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Ribera del Duero,111.9,Ribera del Duero Tinto,5.0,3.0,332
Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Utiel-Requena,29.95,Tinto,4.0,3.0,333
Enate,Uno Tinto,2010,4.6,28,Somontano,129.9,Tinto,4.0,3.0,334
Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Rioja,69.95,Rioja Tinto,4.0,3.0,335
Mas Doix,1903 Centenary Grenache,2016,4.6,28,Priorato,299.0,Priorat Tinto,4.0,3.0,336
Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Bierzo,3119.08,Tinto,4.0,3.0,337
Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Campo de Borja,99.95,Tinto,4.0,3.0,338
Telmo Rodriguez,Molino Real,2016,4.6,28,Malaga,41.69,D.O. Málaga ,3.0,3.0,339
Anima Negra,Son Negre,2004,4.6,27,Mallorca,374.35,Tinto,4.0,3.0,340
Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Ribera del Duero,46.45,Ribera del Duero Tinto,5.0,3.0,341
Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Priorato,2750.0,Priorat Tinto,4.0,3.0,342
Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Priorato,42.5,Priorat Tinto,4.0,3.0,343
Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Ribera del Duero,95.0,Ribera del Duero Tinto,5.0,3.0,344
Osborne,Solera BC-200,N.V.,4.6,25,Jerez-Xeres-Sherry,197.3,Jerez,4.0,3.0,345
Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Cataluna,130.0,Espumoso,2.0,3.0,346
Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Montilla-Moriles,181.5,Pedro Ximenez,5.0,1.0,347
Pago de Carraovejas,Tinto,2016,4.5,7529,Ribera del Duero,29.8,Ribera del Duero Tinto,5.0,3.0,348
Alion,Ribera del Duero,2013,4.5,7435,Ribera del Duero,73.0,Ribera del Duero Tinto,5.0,3.0,349
Alion,Ribera del Duero,2014,4.5,7237,Ribera del Duero,56.27,Ribera del Duero Tinto,5.0,3.0,350
Pintia,Toro,2014,4.5,5863,Toro,69.0,Toro Tinto,5.0,3.0,351
Pago de Carraovejas,Tinto,2018,4.5,5372,Ribera del Duero,45.0,Ribera del Duero Tinto,5.0,3.0,352
Alion,Ribera del Duero,2015,4.5,5365,Ribera del Duero,75.0,Ribera del Duero Tinto,5.0,3.0,353
Pintia,Toro,2015,4.5,4979,Toro,69.8,Toro Tinto,5.0,3.0,354
Pago de Carraovejas,Tinto,2017,4.5,4935,Ribera del Duero,121.936825872994,Ribera del Duero Tinto,5.0,3.0,355
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Ribera del Duero,78.65,Ribera del Duero Tinto,5.0,3.0,356
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Rioja,400.0,Rioja Tinto,4.0,3.0,357
La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Rioja,125.0,Rioja Tinto,4.0,3.0,358
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Rioja,229.0,Rioja Tinto,4.0,3.0,359
Pintia,Toro,2016,4.5,3118,Toro,40.41,Toro Tinto,5.0,3.0,360
Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Ribera del Duero,101.94,Ribera del Duero Tinto,5.0,3.0,361
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Ribera del Duero,172.5,Ribera del Duero Tinto,5.0,3.0,362
Bodegas El Nido,Clio,2015,4.5,2712,Jumilla,33.2,Tinto,4.0,3.0,363
Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Ribera del Duero,125.0,Ribera del Duero Tinto,5.0,3.0,364
Dominio de Pingus,Flor de Pingus,2010,4.5,2551,Ribera del Duero,125.0,Ribera del Duero Tinto,5.0,3.0,365
Dominio de Pingus,Flor de Pingus,2015,4.5,2530,Ribera del Duero,125.0,Ribera del Duero Tinto,5.0,3.0,366
Bodegas El Nido,Clio,2016,4.5,2228,Jumilla,31.75,Tinto,4.0,3.0,367
Bodegas El Nido,Clio,2017,4.5,2220,Jumilla,39.5,Tinto,4.0,3.0,368
Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,2207,Ribera del Duero,64.0,Ribera del Duero Tinto,5.0,3.0,369
Pago de Carraovejas,Tinto,2019,4.5,2144,Ribera del Duero,33.8,Ribera del Duero Tinto,5.0,3.0,370
Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,1910,Rioja,58.95,Rioja Tinto,4.0,3.0,371
Aalto,Tinto,2018,4.5,1864,Ribera del Duero,33.25,Ribera del Duero Tinto,5.0,3.0,372
Bodegas El Nido,Clio,2018,4.5,1520,Jumilla,61.8491765262698,Tinto,4.0,3.0,373
Alto Moncayo,Garnacha,2017,4.5,1503,Campo de Borja,44.27,Garnacha,5.0,3.0,374
Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,1393,Ribera del Duero,45.9,Ribera del Duero Tinto,5.0,3.0,375
Vega Sicilia,Valbuena 5o,2003,4.5,1346,Ribera del Duero,239.2,Ribera del Duero Tinto,5.0,3.0,376
Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,1345,Rioja,68.9,Rioja Tinto,4.0,3.0,377
Alion,Ribera del Duero,2003,4.5,1236,Ribera del Duero,164.0,Ribera del Duero Tinto,5.0,3.0,378
Belondrade,Belondrade y Lurton,2018,4.5,1192,Rueda,32.85,Verdejo,3.0,3.0,379
Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,1163,Ribera del Duero,40.95,Ribera del Duero Tinto,5.0,3.0,380
Pago de Carraovejas,Reserva,2014,4.5,1148,Ribera del Duero,69.5803235920536,Ribera del Duero Tinto,5.0,3.0,381
Dominio de Pingus,Flor de Pingus,2017,4.5,1094,Ribera del Duero,110.0,Ribera del Duero Tinto,5.0,3.0,382
Remirez de Ganuza,Rioja Reserva,2012,4.5,1089,Rioja,49.75,Rioja Tinto,4.0,3.0,383
Muga,Prado Enea Gran Reserva,2014,4.5,1014,Rioja,51.0,Rioja Tinto,4.0,3.0,384
Remirez de Ganuza,Rioja Reserva,2011,4.5,1012,Rioja,59.9,Rioja Tinto,4.0,3.0,385
La Rioja Alta,Gran Reserva 890,2004,4.5,990,Rioja,290.7,Rioja Tinto,4.0,3.0,386
Belondrade,Belondrade y Lurton,2019,4.5,961,Rueda,37.7,Verdejo,3.0,3.0,387
Clos Mogador,Priorat,2015,4.5,955,Priorato,146.95,Priorat Tinto,4.0,3.0,388
Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,N.V.,4.5,854,Jerez Pedro Ximenes (PX),68.9,Pedro Ximenez,5.0,1.0,389
Muga,Torre Muga,2016,4.5,838,Rioja,70.5,Rioja Tinto,4.0,3.0,390
Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,813,Rioja,64.0,Rioja Tinto,4.0,3.0,391
Bodega Numanthia,Termanthia,2010,4.5,729,Toro,168.0,Toro Tinto,5.0,3.0,392
Emilio Moro,Malleolus de Valderramiro,2011,4.5,719,Ribera del Duero,173.95,Ribera del Duero Tinto,5.0,3.0,393
Clos Mogador,Priorat,2017,4.5,666,Priorato,65.0,Priorat Tinto,4.0,3.0,394
Marques de Murrieta,Dalmau Rioja,2014,4.5,642,Rioja,67.6,Rioja Tinto,4.0,3.0,395
Hacienda Monasterio,Reserva,2015,4.5,629,Ribera del Duero,53.95,Ribera del Duero Tinto,5.0,3.0,396
Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,595,Ribera del Duero,42.95,Ribera del Duero Tinto,5.0,3.0,397
La Rioja Alta,Gran Reserva 890,1995,4.5,574,Rioja,127.23,Rioja Tinto,4.0,3.0,398
Bodegas El Nido,Clio,2019,4.5,550,Jumilla,47.3,Tinto,4.0,3.0,399
Muga,Aro,2015,4.5,529,Rioja,169.4,Rioja Tinto,4.0,3.0,400
Remirez de Ganuza,Gran Reserva,2007,4.5,529,Rioja,121.838963251908,Rioja Tinto,4.0,3.0,401
Senorio de San Vicente,San Vicente Rioja,2017,4.5,505,Rioja,34.8,Rioja Tinto,4.0,3.0,402
Carmelo Rodero,Ribera del Duero TSM,2017,4.5,503,Ribera del Duero,55.35,Ribera del Duero Tinto,5.0,3.0,403
Vina Sastre,Pago de Santa Cruz,2016,4.5,501,Ribera del Duero,75.95,Ribera del Duero Tinto,5.0,3.0,404
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,500,Ribera del Duero,48.7,Ribera del Duero Tinto,5.0,3.0,405
Remirez de Ganuza,Trasnocho,2012,4.5,499,Rioja,118.89,Rioja Tinto,4.0,3.0,406
Costers del Siurana,Clos de L'Obac,2005,4.5,493,Priorato,92.8716274104906,Priorat Tinto,4.0,3.0,407
Vega Sicilia,Valbuena 5o,1996,4.5,488,Ribera del Duero,290.4,Ribera del Duero Tinto,5.0,3.0,408
Arzuaga,Reserva Ribera del Duero,2017,4.5,477,Ribera del Duero,31.8,Ribera del Duero Tinto,5.0,3.0,409
La Rioja Alta,Gran Reserva 890,2010,4.5,469,Rioja,149.5,Rioja Tinto,4.0,3.0,410
Francisco Barona,Ribera Del Duero,2018,4.5,462,Ribera del Duero,35.85,Ribera del Duero Tinto,5.0,3.0,411
Vina Sastre,Pago de Santa Cruz,2015,4.5,420,Ribera del Duero,82.95,Ribera del Duero Tinto,5.0,3.0,412
Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012,4.5,406,Ribera del Duero,59.0,Ribera del Duero Tinto,5.0,3.0,413
Juan Gil,Bruto,2018,4.5,384,Jumilla,37.7,Monastrell,5.0,3.0,414
Lan,Culmen Reserva Rioja,2015,4.5,365,Rioja,42.75,Rioja Tinto,4.0,3.0,415
Bodegas Roda,Cirsion Rioja,2016,4.5,353,Rioja,175.57,Rioja Tinto,4.0,3.0,416
Clos Mogador,Priorat,2018,4.5,336,Priorato,61.64,Priorat Tinto,4.0,3.0,417
Juan Gil,Bruto,2017,4.5,322,Jumilla,30.7,Monastrell,5.0,3.0,418
Bodegas Mauro,VS,2017,4.5,318,Castilla y Leon,56.5,Tempranillo,4.0,2.0,419
Bodega Numanthia,Termanthia,2013,4.5,316,Toro,207.11,Toro Tinto,5.0,3.0,420
Remirez de Ganuza,Trasnocho,2011,4.5,301,Rioja,110.5,Rioja Tinto,4.0,3.0,421
Hacienda Monasterio,Reserva,2016,4.5,297,Ribera del Duero,55.95,Ribera del Duero Tinto,5.0,3.0,422
R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995,4.5,292,Rioja,170.0,Rioja Tinto,4.0,3.0,423
Abadia Retuerta,Petit Verdot,2015,4.5,286,Sardon de Duero,107.9,Tinto,4.0,3.0,424
Tomas Postigo,5o Ano Ribera del Duero Tinto,2011,4.5,264,Ribera del Duero,69.9,Ribera del Duero Tinto,5.0,3.0,425
Dominio del Bendito,El Titan del Bendito,2017,4.5,261,Toro,49.5,Toro Tinto,5.0,3.0,426
Abadia Retuerta,Petit Verdot,2014,4.5,249,Sardon de Duero,176.98,Tinto,4.0,3.0,427
Sierra Cantabria,Amancio,2012,4.5,246,Rioja,90.0,Rioja Tinto,4.0,3.0,428
Martinet,Clos Martinet,2014,4.5,230,Priorato,65.0,Priorat Tinto,4.0,3.0,429
Remirez de Ganuza,Trasnocho,2006,4.5,229,Rioja,95.0,Rioja Tinto,4.0,3.0,430
Adama Wines,Tinto,2009,4.5,229,Ribera del Duero,39.0,Ribera del Duero Tinto,5.0,3.0,431
Alion,Ribera del Duero,1995,4.5,226,Ribera del Duero,193.0,Ribera del Duero Tinto,5.0,3.0,432
Muga,Aro,2016,4.5,222,Rioja,174.91,Rioja Tinto,4.0,3.0,433
Vega Sicilia,Valbuena 5o,1987,4.5,221,Ribera del Duero,312.0,Ribera del Duero Tinto,5.0,3.0,434
Milsetentayseis,Tinto,2018,4.5,218,Ribera del Duero,52.9,Ribera del Duero Tinto,5.0,3.0,435
Vina Sastre,Pago de Santa Cruz,2017,4.5,217,Ribera del Duero,40.9,Ribera del Duero Tinto,5.0,3.0,436
Espectacle del Montsant,Tinto,2013,4.5,214,Montsant,157.95,Montsant Tinto,4.0,3.0,437
Tinto Pesquera,Millenium Gran Reserva,2015,4.5,213,Ribera del Duero,77.5,Ribera del Duero Tinto,5.0,3.0,438
Vina Sastre,Regina Vides Ribera del Duero,2011,4.5,213,Ribera del Duero,116.0,Ribera del Duero Tinto,5.0,3.0,439
Alvaro Palacios,Finca Dofi,2006,4.5,207,Priorato,75.0,Priorat Tinto,4.0,3.0,440
Arzuaga,Gran Reserva Ribera del Duero,2015,4.5,205,Ribera del Duero,80.98,Ribera del Duero Tinto,5.0,3.0,441
Contino,Vina del Olivo,2017,4.5,203,Rioja,64.5,Rioja Tinto,4.0,3.0,442
Dominio de Pingus,Flor de Pingus,2019,4.5,201,Ribera del Duero,118.5,Ribera del Duero Tinto,5.0,3.0,443
Ferrer Bobet,Seleccio Especial Vinyes Velles,2015,4.5,197,Priorato,64.0,Priorat Tinto,4.0,3.0,444
Clos Mogador,Priorat,2003,4.5,196,Priorato,95.0,Priorat Tinto,4.0,3.0,445
Allende,Calvario Rioja,2009,4.5,194,Rioja,125.97,Rioja Tinto,4.0,3.0,446
Bodegas Valduero,Ribera del Duero Una Cepa I,2017,4.5,194,Ribera del Duero,26.5,Ribera del Duero Tinto,5.0,3.0,447
Matarromera,Ribera del Duero Prestigio,2015,4.5,190,Ribera del Duero,54.01,Ribera del Duero Tinto,5.0,3.0,448
Vina Sastre,Regina Vides Ribera del Duero,2014,4.5,189,Ribera del Duero,104.9,Ribera del Duero Tinto,5.0,3.0,449
Familia Torres,Grans Muralles,2015,4.5,189,Conca de Barbera,170.5,Tinto,4.0,3.0,450
Vina Sastre,Pesus Ribera del Duero,2014,4.5,189,Ribera del Duero,315.0,Ribera del Duero Tinto,5.0,3.0,451
Pazo Barrantes,Gran Vino Albarino,2019,4.5,188,Rias Baixas,34.9,Albarino,3.0,3.0,452
Arzuaga,Reserva Especial Ribera del Duero,2015,4.5,187,Ribera del Duero,51.5,Ribera del Duero Tinto,5.0,3.0,453
Tio Pepe,Cuatro Palmas Amontillado,N.V.,4.5,186,Jerez Amontillado,112.26,Jerez,4.0,3.0,454
Abadia Retuerta,Pago Garduna,2016,4.5,186,Castilla y Leon,71.85,Syrah,4.0,3.0,455
Belondrade,Belondrade y Lurton,2020,4.5,184,Rueda,38.9,Verdejo,3.0,3.0,456
Pintia,Toro,2017,4.5,178,Toro,54.09,Toro Tinto,5.0,3.0,457
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2017,4.5,174,Rioja,67.9,Rioja Tinto,4.0,3.0,458
Sierra Cantabria,Finca el Bosque,2016,4.5,173,Rioja,80.95,Rioja Tinto,4.0,3.0,459
Alvear,Solera 1830 Pedro Ximenez,N.V.,4.5,171,Montilla-Moriles,114.5,Pedro Ximenez,5.0,1.0,460
Bodega Contador (Benjamin Romeo),Que Bonito Cacareaba Blanco,2018,4.5,170,Rioja,50.34,Rioja Blanco,3.0,3.0,461
Tomas Postigo,5o Ano Ribera del Duero Tinto,2014,4.5,165,Ribera del Duero,57.96,Ribera del Duero Tinto,5.0,3.0,462
Marques de Riscal,Baron de Chirel Rioja Reserva,2016,4.5,163,Rioja,73.62,Rioja Tinto,4.0,3.0,463
Ossian,Capitel,2016,4.5,162,Castilla y Leon,144.78,Verdejo,3.0,3.0,464
Recaredo,Turo d'en Mota,2005,4.5,161,Cava,90.0,Cava,2.0,3.0,465
Sierra Cantabria,Amancio,2015,4.5,156,Rioja,89.95,Rioja Tinto,4.0,3.0,466
Vina Sastre,Regina Vides Ribera del Duero,2015,4.5,154,Ribera del Duero,92.8,Ribera del Duero Tinto,5.0,3.0,467
Marques de Grinon,Emeritvs (Emeritus),2013,4.5,147,Dominio de Valdepusa,48.9,Tinto,4.0,3.0,468
Vina Sastre,Regina Vides Ribera del Duero,2016,4.5,144,Ribera del Duero,70.55,Ribera del Duero Tinto,5.0,3.0,469
Recaredo,Turo d'en Mota,2006,4.5,142,Cava,110.0,Cava,2.0,3.0,470
Martinet,Cami Pesseroles,2009,4.5,141,Priorato,139.3,Priorat Tinto,4.0,3.0,471
Dominio del Aguila,Reserva,2018,4.5,141,Ribera del Duero,59.8,Ribera del Duero Tinto,5.0,3.0,472
Sierra Cantabria,Amancio,2014,4.5,140,Rioja,75.0,Rioja Tinto,4.0,3.0,473
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2015,4.5,140,Ribera del Duero,57.0,Ribera del Duero Tinto,5.0,3.0,474
Artadi,Vina El Pison,2013,4.5,137,Rioja Alavesa,253.47,Tempranillo,4.0,2.0,475
Emilio Rojo,Blanco,2017,4.5,134,Ribeiro,49.95,D.O. Ribeiro,3.0,3.0,476
Vina Sastre,Pesus Ribera del Duero,2015,4.5,134,Ribera del Duero,298.0,Ribera del Duero Tinto,5.0,3.0,477
