bodega,vino,anio,calificacion,num_resenas,region,precio,tipo,cuerpo,acidez,id_vino
Marques de Vargas,Gran Reserva Rioja,2011,4.3,901,Rioja,35.01,Rioja Tinto,4.0,3.0,1186
Muga,Torre Muga,2011,4.3,900,Rioja,69.95,Rioja Tinto,4.0,3.0,1187
Ossian,Vinas Viejas Verdejo,2018,4.3,885,Castilla y Leon,28.18,Verdejo,3.0,3.0,1188
Teso La Monja,Victorino,2013,4.3,878,Toro,34.22,Toro Tinto,5.0,3.0,1189
Imperial,Rioja Gran Reserva,2014,4.3,835,Rioja,49.75,Rioja Tinto,4.0,3.0,1190
Ferrer Bobet,Priorat Vinyes Velles,2016,4.3,828,Priorato,33.95,Priorat Tinto,4.0,3.0,1191
La Vicalanda,Reserva,2014,4.3,818,Rioja,21.5,Rioja Tinto,4.0,3.0,1192
Alvaro Palacios,Finca Dofi,2012,4.3,814,Priorato,80.0,Priorat Tinto,4.0,3.0,1193
Senorio de San Vicente,San Vicente Rioja,2014,4.3,811,Rioja,36.0,Rioja Tinto,4.0,3.0,1194
Imperial,Rioja Reserva,2017,4.3,799,Rioja,25.45,Rioja Tinto,4.0,3.0,1195
La Rioja Alta,Vina Ardanza Reserva,2010,4.3,783,Rioja,17.16,Rioja Tinto,4.0,3.0,1196
Pintia,Toro,2004,4.3,760,Toro,116.9,Toro Tinto,5.0,3.0,1197
Vinicola Real,200 Monges Rioja Reserva,2009,4.3,760,Rioja,39.5,Rioja Tinto,4.0,3.0,1198
Vinedos de Paganos,El Puntido Gran Reserva,2006,4.3,754,Rioja,40.0,Rioja Tinto,4.0,3.0,1199
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2012,4.3,749,Rioja,39.78,Rioja Tinto,4.0,3.0,1200
Anima Negra,An,2017,4.3,740,Mallorca,39.98,Tinto,4.0,3.0,1201
Muga,Torre Muga,2014,4.3,728,Rioja,69.9,Rioja Tinto,4.0,3.0,1202
Senorio de San Vicente,San Vicente Rioja,2007,4.3,724,Rioja,77.7,Rioja Tinto,4.0,3.0,1203
Clos Mogador,Priorat,2009,4.3,723,Priorato,95.0,Priorat Tinto,4.0,3.0,1204
Bodegas Vilano,La Baraja,2016,4.3,716,Ribera del Duero,24.9,Ribera del Duero Tinto,5.0,3.0,1205
Bodegas San Roman,Tinto,2018,4.3,693,Toro,25.9,Toro Tinto,5.0,3.0,1206
Castillo Perelada,Finca Malaveina,2017,4.3,687,Emporda,22.5,Tinto,4.0,3.0,1207
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2014,4.3,685,Rioja,50.0,Rioja Tinto,4.0,3.0,1208
Remelluri,Granja Gran Reserva Rioja,2009,4.3,682,Rioja,57.8,Rioja Tinto,4.0,3.0,1209
Marques de Riscal,Reserva XR,2016,4.3,676,Rioja,21.24,Rioja Tinto,4.0,3.0,1210
Condado de Haza,Alenza Ribera del Duero Gran Reserva,2006,4.3,675,Ribera del Duero,70.0,Ribera del Duero Tinto,5.0,3.0,1211
Enate,Chardonnay Fermentado en Barrica,2019,4.3,674,Somontano,15.75,Chardonnay,4.0,3.0,1212
Ordonez,Vatan Tinta de Toro,2016,4.3,665,Toro,26.0,Toro Tinto,5.0,3.0,1213
Lan,A Mano Rioja,2016,4.3,663,Rioja,25.8208254922442,Rioja Tinto,4.0,3.0,1214
Marques de Riscal,Baron de Chirel Rioja Reserva,2014,4.3,661,Rioja,62.95,Rioja Tinto,4.0,3.0,1215
Volver,Alicante Bouschet by Tarima,2017,4.3,658,Alicante,17.15,Tinto,4.0,3.0,1216
Arzuaga,Reserva Ribera del Duero,2014,4.3,641,Ribera del Duero,33.9,Ribera del Duero Tinto,5.0,3.0,1217
Alvaro Palacios,Finca Dofi,2011,4.3,613,Priorato,80.0,Priorat Tinto,4.0,3.0,1218
Alvaro Palacios,Finca Dofi,2013,4.3,605,Priorato,80.0,Priorat Tinto,4.0,3.0,1219
Enate,Chardonnay Fermentado en Barrica,2018,4.3,603,Somontano,16.9,Chardonnay,4.0,3.0,1220
Garmon,Ribera del Duero,2017,4.3,598,Ribera del Duero,40.92,Ribera del Duero Tinto,5.0,3.0,1221
Clos Mogador,Priorat,2008,4.3,592,Priorato,95.0,Priorat Tinto,4.0,3.0,1222
Bodegas Tradicion,Oloroso Tradicion Vors 30 Years,N.V.,4.3,590,Jerez Oloroso,58.9,Jerez,4.0,3.0,1223
Pazo Senorans,Seleccion de Anada Albarino Rias Baixas,2011,4.3,582,Rias Baixas,30.887605,Albarino,3.0,3.0,1224
Carmelo Rodero,Ribera del Duero TSM,2019,4.3,577,Ribera del Duero,67.5,Ribera del Duero Tinto,5.0,3.0,1225
Abadia Retuerta,Pago Valdebellon,2015,4.3,569,Sardon de Duero,67.45,Cabernet Sauvignon,4.0,3.0,1226
Figuero,Vinas Viejas,2016,4.3,567,Ribera del Duero,16.5,Ribera del Duero Tinto,5.0,3.0,1227
Lan,A Mano Rioja,2012,4.3,559,Rioja,30.71,Rioja Tinto,4.0,3.0,1228
Dominio de Atauta,Dominio de Atauta,2017,4.3,556,Ribera del Duero,25.25,Ribera del Duero Tinto,5.0,3.0,1229
Protos,Gran Reserva,2014,4.3,553,Ribera del Duero,41.95,Ribera del Duero Tinto,5.0,3.0,1230
Dominio de Cair,Tierras de Cair Reserva,2012,4.3,535,Ribera del Duero,38.3,Ribera del Duero Tinto,5.0,3.0,1231
Carmelo Rodero,Crianza,2019,4.3,533,Ribera del Duero,19.95,Ribera del Duero Tinto,5.0,3.0,1232
Protos,Seleccion Finca el Grajo Viejo,2014,4.3,530,Ribera del Duero,59.87,Ribera del Duero Tinto,5.0,3.0,1233
Familia Torres,Perpetual,2016,4.3,530,Priorato,63.5,Priorat Tinto,4.0,3.0,1234
Clos Erasmus,Laurel,2017,4.3,527,Priorato,46.88,Priorat Tinto,4.0,3.0,1235
Clos Mogador,Priorat,2006,4.3,527,Priorato,95.0,Priorat Tinto,4.0,3.0,1236
Alvaro Palacios,Finca Dofi,2017,4.3,522,Priorato,99.9,Priorat Tinto,4.0,3.0,1237
Teso La Monja,Victorino,2011,4.3,517,Toro,47.01,Toro Tinto,5.0,3.0,1238
Dominio de Cair,Seleccion La Aguilera,2016,4.3,511,Ribera del Duero,15.9,Ribera del Duero Tinto,5.0,3.0,1239
Torre de Ona,Finca Martelo,2015,4.3,512,Rioja,21.15,Rioja Tinto,4.0,3.0,1240
Ferrer Bobet,Priorat Vinyes Velles,2011,4.3,501,Priorato,49.9,Priorat Tinto,4.0,3.0,1241
Remirez de Ganuza,Rioja Blanco,2018,4.3,495,Rioja,23.83,Rioja Blanco,3.0,3.0,1242
Lustau,Pedro Ximenez Murillo Seleccion del Centenario,N.V.,4.3,481,Jerez-Xeres-Sherry,40.0,Pedro Ximenez,5.0,1.0,1243
Vinedos de Paganos,El Puntido,2016,4.3,474,Rioja,33.0,Rioja Tinto,4.0,3.0,1244
Abadia Retuerta,Pago Negralada,2015,4.3,474,Sardon de Duero,67.82,Tempranillo,4.0,2.0,1245
Ramon Bilbao,Mirto,2014,4.3,473,Rioja,48.34,Rioja Tinto,4.0,3.0,1246
Muga,Torre Muga,2005,4.3,468,Rioja,99.9,Rioja Tinto,4.0,3.0,1247
Alvaro Palacios,Vi de Vila Gratallops,2017,4.3,463,Priorato,54.9,Priorat Tinto,4.0,3.0,1248
Martinet,Clos Martinet,2005,4.3,461,Priorato,116.05,Priorat Tinto,4.0,3.0,1249
Alvaro Palacios,Vi de Vila Gratallops,2016,4.3,461,Priorato,48.75,Priorat Tinto,4.0,3.0,1250
Alion,Ribera del Duero,2000,4.3,456,Ribera del Duero,98.0,Ribera del Duero Tinto,5.0,3.0,1251
Bodegas Faustino,I Gran Reserva,1964,4.3,454,Rioja,272.0,Rioja Tinto,4.0,3.0,1252
Contino,Rioja Gran Reserva,2015,4.3,453,Rioja,40.45,Rioja Tinto,4.0,3.0,1253
Bodegas Roda,Roda Reserva Rioja,2004,4.3,452,Rioja,81.35,Rioja Tinto,4.0,3.0,1254
Bodegas Faustino,I Gran Reserva,1970,4.3,449,Rioja,206.91,Rioja Tinto,4.0,3.0,1255
Ossian,Vinas Viejas Verdejo,2017,4.3,449,Castilla y Leon,42.0,Verdejo,3.0,3.0,1256
Monte Real,Gran Reserva,1998,4.3,445,Rioja,34.9,Rioja Tinto,4.0,3.0,1257
Hacienda Monasterio,Reserva,2013,4.3,431,Ribera del Duero,53.95,Ribera del Duero Tinto,5.0,3.0,1258
Remirez de Ganuza,Rioja Vina Coqueta,2008,4.3,429,Rioja,56.7603202298046,Rioja Tinto,4.0,3.0,1259
Protos,Seleccion Finca el Grajo Viejo,2010,4.3,427,Ribera del Duero,62.74,Ribera del Duero Tinto,5.0,3.0,1260
Pintia,Toro,2003,4.3,422,Toro,107.0,Toro Tinto,5.0,3.0,1261
Marques de Murrieta,Capellania Reserva,2016,4.3,422,Rioja,32.33,Rioja Blanco,3.0,3.0,1262
Llanos Negros,Los Tabaqueros,2006,4.3,419,La Palma,21.95,D.O. La Palma,4.0,3.0,1263
Finca Torremilanos,Torre Albeniz Reserva Ribera del Duero,2016,4.3,419,Ribera del Duero,28.85,Ribera del Duero Tinto,5.0,3.0,1264
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1998,4.3,418,Rioja,160.0,Rioja Tinto,4.0,3.0,1265
Aster,Finca El Otero,2016,4.3,411,Ribera del Duero,26.9,Ribera del Duero Tinto,5.0,3.0,1266
Comenge,Familia Comenge Reserva,2016,4.3,410,Ribera del Duero,21.3,Ribera del Duero Tinto,5.0,3.0,1267
Marques de Murrieta,Gran Reserva Rioja (Finca Ygay),2013,4.3,405,Rioja,42.0,Rioja Tinto,4.0,3.0,1268
Bodegas Valduero,Tierra Alta de 2 Cotas Reserva,2014,4.3,407,Ribera del Duero,30.5,Ribera del Duero Tinto,5.0,3.0,1269
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1989,4.3,404,Rioja,160.0,Rioja Tinto,4.0,3.0,1270
Bodegas Aragonesas,Fagus de Coto de Hayas Garnacha,2017,4.3,398,Aragon,21.02,Garnacha,5.0,3.0,1271
Mustiguillo,Finca Terrerazo,2018,4.3,397,El Terrerazo,22.8,Tinto,4.0,3.0,1272
Clos Erasmus,Laurel,2018,4.3,397,Priorato,36.57,Priorat Tinto,4.0,3.0,1273
Alvaro Palacios,Finca Dofi,2009,4.3,384,Priorato,85.0,Priorat Tinto,4.0,3.0,1274
Avancia,Godello,2019,4.3,375,Valdeorras,23.4,D.O. Valdeorras,3.0,3.0,1275
Clos Mogador,Priorat,2005,4.3,375,Priorato,110.0,Priorat Tinto,4.0,3.0,1276
Cepa 21,Malabrigo Ribera del Duero,2015,4.3,374,Ribera del Duero,53.5,Ribera del Duero Tinto,5.0,3.0,1277
Vinedos de Paganos,El Puntido,2017,4.3,371,Rioja,35.95,Rioja Tinto,4.0,3.0,1278
Morca,Godina Garnacha,2019,4.3,370,Campo de Borja,16.25,Garnacha,5.0,3.0,1279
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2011,4.3,370,Ribera del Duero,498.614195,Ribera del Duero Tinto,5.0,3.0,1280
Marques de Tomares,Rioja Gran Reserva,2010,4.3,368,Rioja,25.95,Tinto,4.0,3.0,1281
Sierra Cantabria,Coleccion Privada,2017,4.3,366,Rioja,29.0132184621944,Rioja Tinto,4.0,3.0,1282
Vall Llach,Porrera Vi de Vila,2012,4.3,364,Priorato,40.5,Priorat Tinto,4.0,3.0,1283
Quinta Sardonia,QS,2014,4.3,358,Castilla y Leon,35.85,Tinto,4.0,3.0,1284
Comenge,Don Miguel Comenge Reserva,2011,4.3,355,Ribera del Duero,38.4,Ribera del Duero Tinto,5.0,3.0,1285
Abadal,3.9,2017,4.3,345,Pla de Bages,20.65,Tinto,4.0,3.0,1286
Bodega Numanthia,Numanthia,2016,4.3,345,Toro,39.53,Toro Tinto,5.0,3.0,1287
Pago de Vallegarcia,Montes de Toledo Syrah,2018,4.3,344,Castilla y Leon,25.31,Syrah,4.0,3.0,1288
Alvaro Palacios,Vi de Vila Gratallops,2018,4.3,344,Priorato,53.95,Priorat Tinto,4.0,3.0,1289
Hermanos Pecina,Finca Iscorta Gran Reserva,2010,4.3,334,Rioja,27.0,Rioja Tinto,4.0,3.0,1290
Abadia Retuerta,Le Domaine Blanco de Guarda,2016,4.3,327,Sardon de Duero,36.95,Rioja Blanco,3.0,3.0,1291
Biniagual,Finca Biniagual Veran,2017,4.3,322,Binissalem-Mallorca,26.5,Tinto,4.0,3.0,1292
Breca,Brega Garnacha,2017,4.3,317,Calatayud,27.9,Garnacha,5.0,3.0,1293
Pintia,Toro,2001,4.3,315,Toro,189.45,Toro Tinto,5.0,3.0,1294
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2010,4.3,312,Rioja,90.0,Rioja Tinto,4.0,3.0,1295
Abadia Retuerta,Le Domaine Blanco de Guarda,2018,4.3,309,Sardon de Duero,34.1,V.T. Castilla y León,3.0,3.0,1296
Pradorey,Elite,2017,4.3,301,Ribera del Duero,35.51,Ribera del Duero Tinto,4.0,3.0,1297
Terras Gauda,La Mar,2018,4.3,301,Rias Baixas,27.7,Albarino,3.0,4.0,1298
Abadia Retuerta,Pago Garduna,2015,4.3,299,Castilla y Leon,75.0,Syrah,4.0,3.0,1299
Bodegas Faustino,I Gran Reserva,1982,4.3,298,Rioja,425.0,Rioja Tinto,3.0,3.0,1300
Teso La Monja,Victorino,2018,4.3,298,Toro,35.51,Toro Tinto,3.0,3.0,1301
Ramon Bilbao,Mirto,2015,4.3,297,Rioja,33.9,Rioja Tinto,3.0,3.0,1302
Marques de Riscal,Rioja Reserva,1994,4.3,296,Rioja,65.0,Rioja Tinto,3.0,3.0,1303
Antidoto,La Hormiga de Antidoto,2018,4.3,293,Ribera del Duero,45.0,Ribera del Duero Tinto,3.0,3.0,1304
Alvaro Palacios,Finca Dofi,2018,4.3,292,Priorato,84.9,Priorat Tinto,3.0,3.0,1305
Jaro,Chafandin,2015,4.3,290,Ribera del Duero,27.85,Ribera del Duero Tinto,3.0,3.0,1306
Pago de Los Capellanes,Reserva Tinto,2018,4.3,287,Ribera del Duero,30.99,Ribera del Duero Tinto,3.0,3.0,1307
Clos Mogador,Nelin Priorat,2016,4.3,290,Priorato,36.5,D.O. Priorato,3.0,3.0,1308
Bodega Tesalia,Arcos de la Frontera,2017,4.3,284,Andalucia,25.9,Tinto,4.0,3.0,1309
Pazo de Rubianes,Albarino,2020,4.3,281,Rias Baixas,13.75,Albarino,3.0,4.0,1310
Allende,Calvario Rioja,2006,4.3,279,Rioja,53.35,Rioja Tinto,3.0,3.0,1311
Mas d'en Gil,Clos Fonta Priorat,2014,4.3,278,Priorato,54.5,Priorat Tinto,3.0,3.0,1312
Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2014,4.3,275,Rioja,90.15,Rioja Tinto,3.0,3.0,1313
Godeval,Cepas Vellas Godello,2019,4.3,272,Valdeorras,18.48,D.O. Valdeorras,3.0,4.0,1314
Contino,Vina del Olivo,2007,4.3,272,Rioja,92.0,Rioja Tinto,3.0,3.0,1315
Dominio del Bendito,Las Sabias,2017,4.3,270,Toro,22.55,Toro Tinto,3.0,3.0,1316
Clos Galena,Galena,2016,4.3,264,Priorato,17.95,Priorat Tinto,3.0,3.0,1317
Alvaro Palacios,Finca Dofi,2010,4.3,263,Priorato,85.0,Priorat Tinto,3.0,3.0,1318
Bosque de Matasnos,Bosque de Matasnos Etiqueta Blanca,2019,4.3,260,Ribera del Duero,26.9,Ribera del Duero Tinto,3.0,3.0,1319
Contino,Vina del Olivo,2011,4.3,260,Rioja,63.95,Rioja Tinto,4.0,3.0,1320
Bodegas Olarra,Cerro Anon Rioja Gran Reserva,2015,4.3,258,Rioja,12.9,Rioja Tinto,4.0,3.0,1321
Castell d'Encus,Ekam,2019,4.3,257,Costers del Segre,24.61,D.O. Catalunya,3.0,4.0,1322
Dominio de Atauta,Llanos del Almendro Ribera del Duero,2009,4.3,251,Ribera del Duero,107.74,Ribera del Duero Tinto,5.0,3.0,1323
Martinet,Clos Martinet,2004,4.3,249,Priorato,162.5,Priorat Tinto,4.0,3.0,1324
Ordonez,Vatan Tinta de Toro,2018,4.3,247,Toro,33.6,Toro Tinto,5.0,3.0,1325
Enate,Chardonnay Fermentado en Barrica,2020,4.3,244,Somontano,16.9,Chardonnay,4.0,3.0,1326
Scala Dei,Masdeu,2013,4.3,242,Priorato,84.9,Priorat Tinto,4.0,3.0,1327
Francisco Barona,Ribera Del Duero,2019,4.3,242,Ribera del Duero,30.9,Ribera del Duero Tinto,5.0,3.0,1328
Dominio do Bibei,Lapola,2017,4.3,241,Ribeira Sacra,21.8,D.O. Ribeira Sacra,3.0,3.0,1329
Taron,Pantocrator,2010,4.3,241,Rioja Alta,19.9,Rioja Tinto,4.0,3.0,1330
Castillo de Cuzcurrita,Senorio de Cuzcurrita Rioja,2017,4.3,239,Rioja,24.3677926503816,Rioja Tinto,4.0,3.0,1331
Castillo Perelada,Finca Malaveina,2018,4.3,239,Emporda,18.88,Tinto,4.0,3.0,1332
Orben,Malpuesto,2017,4.3,239,Rioja,30.3,Rioja Tinto,4.0,3.0,1333
Penafiel,Silencio de Miros Ribera Del Duero,2015,4.3,239,Ribera del Duero,42.35,Ribera del Duero Tinto,5.0,3.0,1334
Abadia Retuerta,Pago Valdebellon,2014,4.3,237,Sardon de Duero,64.5,Cabernet Sauvignon,4.0,3.0,1335
Clos Figueras,Clos Figueres,2012,4.3,237,Priorato,49.61,Priorat Tinto,4.0,3.0,1336
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1995,4.3,234,Rioja,145.0,Rioja Tinto,4.0,3.0,1337
Ontanon,Queiron Mi Lugar,2018,4.3,232,Rioja,21.5,Rioja Tinto,4.0,3.0,1338
Remelluri,Rioja Blanco,2016,4.3,227,Rioja,55.0,Rioja Blanco,3.0,3.0,1339
Familia Torres,Purgatori Costers del Segre,2018,4.3,228,Costers del Segre,27.9,Tinto,4.0,3.0,1340
Sonsierra,Perfume de Sonsierra,2014,4.3,227,Rioja Alta,28.5,Rioja Tinto,4.0,3.0,1341
Jaro,Chafandin,2011,4.3,223,Ribera del Duero,25.65,Ribera del Duero Tinto,5.0,3.0,1342
Artadi,Valdegines,2017,4.3,223,Rioja Alavesa,43.95,Tempranillo,4.0,2.0,1343
Martinet,Clos Martinet,2017,4.3,222,Priorato,60.45,Priorat Tinto,4.0,3.0,1344
Vins Miquel Gelabert,Chardonnay Roure,2018,4.3,221,Pla i Llevant,30.3,Chardonnay,4.0,3.0,1345
Contino,Rioja Graciano,2015,4.3,220,Rioja,62.5,Rioja Tinto,4.0,3.0,1346
Clos Figueras,Clos Figueres,2016,4.3,219,Priorato,57.49,Priorat Tinto,4.0,3.0,1347
Martinet,Clos Martinet,2010,4.3,218,Priorato,127.2,Priorat Tinto,4.0,3.0,1348
Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,1994,4.3,216,Rioja,182.0,Rioja Tinto,4.0,3.0,1349
Tresmano - Tr3smano,Vendimia,2018,4.3,215,Ribera del Duero,34.25,Ribera del Duero Tinto,5.0,3.0,1350
Bodega Tesalia,ARX Arcos de la Frontera,2018,4.3,215,Andalucia,15.9,Tinto,4.0,3.0,1351
Losada,La Bienquerida,2017,4.3,213,Bierzo,37.35,Mencia,3.0,3.0,1352
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2012,4.3,211,Ribera del Duero,259.0,Ribera del Duero Tinto,5.0,3.0,1353
Chivite,Navarra Reserva Coleccion 125,2015,4.3,211,Navarra,20.5,Tinto,4.0,3.0,1354
Bodega de Bardos,Suprema 30 Meses,2012,4.3,210,Ribera del Duero,24.0,Ribera del Duero Tinto,5.0,3.0,1355
Alvaro Palacios,Finca Dofi,2007,4.3,209,Priorato,80.0,Priorat Tinto,4.0,3.0,1356
Venus la Universal,Venus,2009,4.3,207,Montsant,59.55,Montsant Tinto,4.0,3.0,1357
Vall Llach,Porrera Vi de Vila,2016,4.3,205,Priorato,50.67,Priorat Tinto,4.0,3.0,1358
Bodegas Roda,Roda I Reserva Rioja,2001,4.3,202,Rioja,91.0,Rioja Tinto,4.0,3.0,1359
Alvaro Palacios,Finca Dofi,2000,4.3,202,Priorato,88.0,Priorat Tinto,4.0,3.0,1360
Clos Figueras,Clos Figueres,2015,4.3,201,Priorato,70.89,Priorat Tinto,4.0,3.0,1361
Casa Castillo,Pie Franco,2016,4.3,200,Jumilla,59.9,Monastrell,5.0,3.0,1362
El Grillo y La Luna,Grillo,2012,4.3,200,Somontano,32.9,Tinto,4.0,3.0,1363
Tridente,Prieto Picudo,2016,4.3,198,Castilla y Leon,21.4,Tinto,4.0,3.0,1364
Ferrer Bobet,Seleccio Especial Vinyes Velles,2014,4.3,197,Priorato,64.0,Priorat Tinto,4.0,3.0,1365
Marques de Grinon,Emeritvs (Emeritus),2011,4.3,197,Dominio de Valdepusa,47.0,Tinto,4.0,3.0,1366
Remelluri,Rioja Blanco,2014,4.3,196,Rioja,60.25,Rioja Blanco,3.0,3.0,1367
De Moya,Sofia,2018,4.3,195,Valencia,15.9,Tinto,4.0,3.0,1368
Campillo,Finca Cuesta Clara Raro Reserva,2011,4.3,194,Rioja,32.0,Rioja Tinto,4.0,3.0,1369
Tomas Postigo,Fermentado En Barrica Blanco,2017,4.3,193,Castilla y Leon,24.5,Verdejo,3.0,3.0,1370
Martinet,Clos Martinet,2006,4.3,192,Priorato,110.0,Priorat Tinto,4.0,3.0,1371
Mas Doix,Doix,2012,4.3,191,Priorato,82.0,Priorat Tinto,4.0,3.0,1372
Abadia Retuerta,Pago Valdebellon,2010,4.3,191,Sardon de Duero,55.0,Cabernet Sauvignon,4.0,3.0,1373
Clos d'Agon,Tinto,2014,4.3,190,Cataluna,36.5,Tinto,4.0,3.0,1374
Abadia Retuerta,Le Domaine Blanco de Guarda,2014,4.3,190,Sardon de Duero,123.82,V.T. Castilla y León,3.0,3.0,1375
Martinet,Clos Martinet,2013,4.3,189,Priorato,114.6,Priorat Tinto,4.0,3.0,1376
Garmon,Ribera del Duero,2018,4.3,188,Ribera del Duero,33.5,Ribera del Duero Tinto,5.0,3.0,1377
Bodegas Valduero,Ribera Del Duero Gran Reserva,2010,4.3,187,Ribera del Duero,62.8,Ribera del Duero Tinto,5.0,3.0,1378
Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2014,4.3,184,Ribera del Duero,92.24,Ribera del Duero Tinto,5.0,3.0,1379
Pago de Vallegarcia,Hipperia Red Blend,2016,4.3,184,Castilla y Leon,36.111307180686,Tinto,4.0,3.0,1380
Clos d'Agon,Tinto,2015,4.3,184,Cataluna,56.92,Tinto,4.0,3.0,1381
Martinet,Clos Martinet,2012,4.3,178,Priorato,117.3,Priorat Tinto,4.0,3.0,1382
Jean Leon,Vinya La Scala Gran Reserva Cabernet Sauvignon,2013,4.3,177,Penedes,41.9,Cabernet Sauvignon,4.0,3.0,1383
Bodegas Ateca,Atteca Armas Garnacha Old Vines,2017,4.3,176,Calatayud,32.9,Garnacha,5.0,3.0,1384
Enate,Syrah (Shiraz),2016,4.3,175,Somontano,23.5,Syrah,4.0,3.0,1385
Bodega Campo Eliseo,Campo Eliseo,2009,4.3,175,Toro,48.5,Toro Tinto,5.0,3.0,1386
Leda,Vinas Viejas Tempranillo,2017,4.3,174,Castilla y Leon,28.38,Tempranillo,4.0,2.0,1387
Contino,Rioja Graciano,2016,4.3,174,Rioja,64.75,Rioja Tinto,4.0,3.0,1388
Bodegas Ximenez-Spinola,Delicado Cosecha Pedro Ximenez,2017,4.3,172,Jerez Pedro Ximenes (PX),19.9,Pedro Ximenez,5.0,1.0,1389
Do Ferreiro (Bodegas Gerardo Mendez),Cepas Vellas Rias Baixas Albarino,2019,4.3,172,Rias Baixas,33.95,Albarino,3.0,3.0,1390
Vinyes Domenech,Teixar,2012,4.3,171,Montsant,42.25,Montsant Tinto,3.0,3.0,1391
Fernandez de Pierola,Vitium Reserva,2010,4.3,171,Rioja,27.8,Rioja Tinto,3.0,3.0,1392
De Muller,Lo Cabalo Reserva,2015,4.3,171,Priorato,26.9,Priorat Tinto,3.0,3.0,1393
Vina Pedrosa,Perez Pascuas Gran Reserva Seleccion,2014,4.3,171,Ribera del Duero,245.53,Ribera del Duero Tinto,4.0,3.0,1394
Monteabellon,Finca Matambres,2016,4.3,170,Ribera del Duero,28.3,Ribera del Duero Tinto,4.0,3.0,1395
Oxer Wines,Suzzane Rioja,2016,4.3,168,Rioja,37.29,Rioja Tinto,3.0,3.0,1396
Pepe Mendoza Casa Agricola,Giro de Abargues,2019,4.3,167,Alicante,23.5,Tinto,3.5,3.5,1397
De Moya,Sofia,2016,4.3,166,Valencia,18.9,Tinto,3.0,3.0,1398
Neo,Punta Esencia,2011,4.3,163,Ribera del Duero,32.45,Ribera del Duero Tinto,3.0,3.0,1399
Cruz de Alba,Finca Los Hoyales Ribera del Duero,2013,4.3,163,Ribera del Duero,41.28,Ribera del Duero Tinto,3.0,3.0,1400
Castano,Casa Cisca Monastrell,2010,4.3,161,Yecla,33.77,Monastrell,3.0,4.0,1401
Scala Dei,Pla dels Angels Rosado,2019,4.3,160,Priorato,23.0,D.O. Priorato,3.0,3.0,1402
Vina Pedrosa,Gran Reserva,2009,4.3,159,Ribera del Duero,67.0,Ribera del Duero Tinto,3.0,3.0,1403
Terra d'Uro,Uro,2015,4.3,155,Toro,31.45,Toro Tinto,3.0,3.0,1404
Zarate,Tras da Vina Albarino,2018,4.3,155,Rias Baixas,33.67,Albarino,3.0,4.0,1405
Agusti Torello Mata,Cava Kripta Gran Reserva Brut Nature,2006,4.3,155,Cava,87.39,Cava,3.5,4.5,1406
La Rioja Alta,Rioja Gran Reserva 904,1989,4.3,154,Rioja,150.0,Rioja Tinto,3.0,3.0,1407
Vizcarra,Ribera del Duero Torralvo,2016,4.3,153,Ribera del Duero,45.48,Ribera del Duero Tinto,3.0,3.0,1408
Mas d'en Gil,Clos Fonta Priorat,2007,4.3,153,Priorato,125.0,Priorat Tinto,3.0,3.0,1409
Vinyes Domenech,Teixar,2014,4.3,151,Montsant,39.5,Montsant Tinto,3.0,4.0,1410
Allende,Calvario Rioja,2004,4.3,150,Rioja,90.0,Rioja Tinto,3.0,3.0,1411
Recaredo,Serral del Vell Brut Nature,2013,4.3,149,Cava,44.41,Cava,3.0,4.5,1412
Noelia Bebelia,Albarino,2019,4.3,150,Rias Baixas,21.5,Albarino,3.0,4.0,1413
Marti Fabra,Masia Carreras Negre,2018,4.3,149,Emporda,20.59,Tinto,3.0,3.0,1414
Palmeri Sicilia,Palmeri Navalta Garnacha,2016,4.2,151,Campo de Borja,28.9,Garnacha,5.0,3.0,1415
Remelluri,Rioja Blanco,2015,4.3,146,Rioja,56.89,Rioja Blanco,3.0,3.0,1416
Pradorey,Elite,2018,4.3,145,Ribera del Duero,30.9166666666667,Ribera del Duero Tinto,5.0,3.0,1417
Ukan Winery,Tinto,2018,4.3,145,Rioja Alavesa,39.9,Rioja Tinto,4.0,3.0,1418
Tinto Pesquera,Reserva,2002,4.3,144,Ribera del Duero,65.0,Ribera del Duero Tinto,5.0,3.0,1419
Tinto Pesquera,Gran Reserva,1995,4.3,142,Ribera del Duero,146.05,Ribera del Duero Tinto,5.0,3.0,1420
Mas Que Vinos,La Plazuela,2015,4.3,141,Castilla y Leon,44.05,Tinto,4.0,3.0,1421
Arzuaga,Gran Reserva Ribera del Duero,2014,4.3,140,Ribera del Duero,62.56,Ribera del Duero Tinto,5.0,3.0,1422
